AMPHETAMINE||Phenethylamines (Amphetamines) (S)
AMMONIUM FORMATE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
BROMOACETYL BROMIDE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
5-BROMOISATIN||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
1-BROMO-3-METHYLBUTANE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
2-BROMOPENTANE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
3-BROMO-1-PROPENE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
2-BROMOPYRIDINE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
2-BROMOTHIOPHENE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
CARBOMETHOXYPROPIONAL CHLORIDE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
CHLOROACETONE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
P-CHLOROANILINE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
2-CHLORO-N,N-DIMETHYL-1-PROPANAMINE HYDROCHLORIDE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
CATALYST||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
5-CHLORO-2-METHYLAMINOBENZOPHENONE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
DIHYDRORESORCINOL||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
DIBROMOMETHANE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
BENZILIC ACID||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
BENZOIC ANHYDRIDE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
BENZOYL CHLORIDE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
BENZOYLGLYCOLIC ACID||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
BENZYL CHLORIDE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
BENZYL DIOLAMINE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
4-BENZYLOXYINDOLE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
N-BENZYL-4-PHE-4-CYANO PIPERIDINE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
BROMINE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
2-BROMO-2-(2-CHLOROBENZ)-4-NIACETAM||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
CARBAMOYL CHLORIDE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
SOLVENT||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
2,5-DIETHOXYTETRAHYDROFURAN||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
DIETHYLMALONATE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
2,5-DIMETHOXYBENZALDEHYDE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
2,5-DIMETHOXYTETRAHYDROFURAN||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
DIMETHYL-1,3 ACETONE DICARBOXYLATE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
DIMETHYL CARBONATE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
2,6-DINITROTOLUENE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
1-PIPERIDINOCYCLOHEXANECARBONITRILE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
1-(1-CYCLOHEXENYL)-PIPERIDINE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
ERGOT ALKALOID||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
INDOLE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
BY-PRODUCTS||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
FREON||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
CHLOROACETYLCHLORIDE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
O-CHLOROANILINE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
4-CHLORO-BENZYLDIMETHYLCARBINOL||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
O-CHLORO-ALPHA,ALPHA-DIMETHYLPHENETHYL ALCOHOL||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
N-BIS-(CHLOROETHYL) METHYLAMINE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
4-CHLORO-1-PHE-2-FOR-AMINO-2-METHP||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
2-CHLOROPYRIDINE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
CITRAL||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
DIETHYLAMINE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
3,3-DIETHYL-2,4-PYRIDINE-DIONE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
D-BETA-DELTA-6-DIHYDRODESOXYCODEINE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
2,5-DIMETHOXY-4-METHYLBENZYL ALCOHOL||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
1-(2,5-DIMETH-4-METHPHE)-2-NITROPE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
1,4-DIMETHOXY-2-METHYLBENZENE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
DIMETHYLAMINE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
1-DIMETHYLAMINO-2-CHLOROPROPANE HYDROCHLORIDE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
N,N-DIMETHYLBENZENAMINE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
DIMETHYLBENZYLCARBINOL||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
ALPHA,ALPHA-DIMETHYL-BETA-PHENYLPROPIONAMIDE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
DIMETHYL SULFATE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
2,4-DINITRO-PHENYLHYDRAZINE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
DIMETHYLSULFONE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
DIPHENYLACETONITRILE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
2,2-DIPHE-4-DIMETHYLAMINO-VALERONIT||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
ERGONOVINE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
ERGOTAMINE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
1,3-DICYCLOHEXYLCARBODIIMIDE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
ETHYL AMINE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
ETHYL AMINO MALONATE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
ETHYL BROMIDE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
N-ETHYL-3-CHLOROPIPERIDINE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
ETHYLENE GLYCOL MONOBENZOATE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
N-ETHYL-3-HYDROXYPIPERIDINE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
ETHYL MAGNESIUM BROMIDE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
FORMALDEHYDE SOLUTION||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
FORMAMIDE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
GALLIC ACID||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
5-HYDROXYINDOLE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
HYDROXYLAMINE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
ISOBUTYROPHENONE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
ISOBUTYRYL CHLORIDE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
ISOSAFROLE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
LITHIUM ACETYLIDE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
METHYL ACRYLATE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
METHYLBENZENE SULFONATE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
METHYL BENZILATE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
2-METHYLBENZOXAZONE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
METHYLENE CHLORIDE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
4-METHYL FORMAMIDE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
METHYL-1,4-HYDROQUINONE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
1-METHYL-3-HYDROXYPIPERIDINE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
METHYLPHENYLCYCLOPENTYLGLYCOLATE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
METHYL TROPINONE-2-CARBOXYLATE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
NITROPROPANE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
OLIVETOL||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
OXALYL CHLORIDE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
PHENYLACETONITRILE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
B-PHE-B-CHLORO-A-AMINO-A-A-DIMETHET||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
1-PHE-2-FOR-AMINO-2-METHYLPROPANE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
B-PHE-B-HYDROXY-A-AMINO-A-MEPROPANE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
PHENYLMAGNESIUM BROMIDE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
PHENYLTRIMETHYLAMMONIUM HYDROXIDE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
PIPERINE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
PIPERONAL||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
PROPIONYL CHLORIDE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
PYRIDINE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
SUCCINALDEHYDE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
TETRANITROMETHANE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
O-TOLUIDINE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
2,4,5 TRIMETHOXY BENZALDEHYDE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
3,4,5-TRIMETHOXYBENZOIC ACID||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
TRIMETHOXY BENZYL NITROPROPENE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
3,4,5-TRIMETHOXYPHENYLACETYLNITRILE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
TRIMETHOXYPHENYLPROPENE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
METHYL PHENYLACETATE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
PHENYLACETIC ACID||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
3,4,5-TRIMETHOXYBENZALDEHYDE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
3,4,5-TRIMETHOXYBENZOYL CHLORIDE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
3,4,5-TRIMETHOXYBENZYL ALCOHOL||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
3,4,5-TRIMETHOXYBENZYL CHLORIDE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
3,4,5-TRIMETHOXYPHENYLPROPENE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
UREA||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
VANILLIN||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
DIMETHYL PHTHALATE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
DIMETHYL TEREPHTHALATE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
ALPHAPRODINE||Narcotic Analgesics
ANILERIDINE||Narcotic Analgesics
APOMORPHINE||Narcotics  (DEA categories 600, 630 - 660)
TRANS-CINNAMIC ACID||Narcotics  (DEA categories 600, 630 - 660)
BENZOYLTROPEINE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
PSEUDOCOCAINE||Cocaine  (DEA category 620)
COCA LEAVES||Cocaine  (DEA category 620)
COCAINE||Cocaine  (DEA category 620)
TROPACOCAINE||Cocaine  (DEA category 620)
NORCOCAINE||Cocaine  (DEA category 620)
CUCHYGRINE||Cocaine  (DEA category 620)
HYGRINE||Cocaine  (DEA category 620)
ALPHA-TRUXILLINE||Cocaine  (DEA category 620)
CODEINE||Narcotic Analgesics
ACETYLDIHYDROCODEINE (ACETYLCODONE)||Narcotic Analgesics
BENZYLMORPHINE||Narcotic Analgesics
CODEINE-N-OXIDE||Narcotic Analgesics
CYPRENORPHINE||Narcotics  (DEA categories 600, 630 - 660)
DESOMORPHINE||Narcotic Analgesics
ETORPHINE||Narcotic Analgesics
DIPRENORPHINE||Narcotics  (DEA categories 600, 630 - 660)
BUPRENORPHINE||Narcotic Analgesics
CODEINE METHYLBROMIDE||Narcotic Analgesics
CODEINE COUGH PREPARATIONS||Narcotic Analgesics
CODOXIME||Narcotic Analgesics
NICODICODINE||Narcotic Analgesics
NORCODEINE||Narcotic Analgesics
ACETYLCODEINE||Narcotic Analgesics
N-ALLYL NORCODEINE||Narcotics  (DEA categories 600, 630 - 660)
14-BROMOCODEINE||Narcotics  (DEA categories 600, 630 - 660)
COTARNINE||Narcotics  (DEA categories 600, 630 - 660)
DIHYDROCODEINE||Narcotic Analgesics
DIHYDROXYCODEINONE||Narcotic Analgesics
OXYCODONE||Narcotic Analgesics
DIHYDROMORPHINE||Narcotic Analgesics
HYDROMORPHONE||Narcotic Analgesics
HYDROMORPHINONE SULFATE||Narcotic Analgesics
DIFENOXIN||Narcotics  (DEA categories 600, 630 - 660)
DIPHENOXYLATE||Narcotics  (DEA categories 600, 630 - 660)
ECGONIDINE||Narcotics  (DEA categories 600, 630 - 660)
ECGONINE||Narcotics  (DEA categories 600, 630 - 660)
ECGONINE BENZOYLETHYLESTER||Narcotics  (DEA categories 600, 630 - 660)
ECGONINE CINNAMOYLMETHYLESTER||Narcotics  (DEA categories 600, 630 - 660)
ECGONINE 2,6-DIMETHYLBENZOYLMETHYLESTER||Narcotics  (DEA categories 600, 630 - 660)
ECGONINE METHYLESTER||Narcotics  (DEA categories 600, 630 - 660)
ECGONINE PHENYLACETYLMETHYLESTER||Narcotics  (DEA categories 600, 630 - 660)
BENZOYLECGONINE||Narcotics  (DEA categories 600, 630 - 660)
NORECGONINE||Narcotics  (DEA categories 600, 630 - 660)
ETHYLMORPHINE||Narcotic Analgesics
HYDROCODONE||Narcotic Analgesics
DIHYDRONORMORPHINONE||Narcotics  (DEA categories 600, 630 - 660)
MORPHINONE||Narcotic Analgesics
HEROIN||Heroin (DEA categories 610-613)
LEVOMETHORPHAN||Narcotic Analgesics
LEVORPHANOL||Narcotic Analgesics
ISOMETHADONE||Narcotic Analgesics
MEPERIDINE||Narcotic Analgesics
MEPERIDINE INTERMEDIATE A||Narcotic Analgesics
MEPERIDINE INTERMEDIATE B||Narcotic Analgesics
MEPERIDINE INTERMEDIATE C||Narcotic Analgesics
METAZOCINE||Narcotic Analgesics
ALPHA-L-N-DIMETHYLMETHADOL||Narcotics  (DEA categories 600, 630 - 660)
METHADONE||Narcotic Analgesics
4-CYANO-2-DIMETHYLAMINO-4,4-DIPHENYLBUTANE||Narcotic Analgesics
METOPON||Narcotic Analgesics
PROPOXYPHENE||Narcotic Analgesics
MORPHINE||Narcotic Analgesics
HYDROMORPHINOL||Narcotic Analgesics
METHYLDESORPHINE||Narcotic Analgesics
METHYLDIHYDROMORPHINE||Narcotic Analgesics
MORPHINE-N-OXIDE||Narcotics  (DEA categories 600, 630 - 660)
MYROPHINE||Narcotic Analgesics
NICOCODEINE||Narcotic Analgesics
3-MONOACETYLMORPHINE||Narcotics  (DEA categories 600, 630 - 660)
NICOMORPHINE||Narcotic Analgesics
NORMORPHINE||Narcotic Analgesics
PHOLCODINE||Narcotics  (DEA categories 600, 630 - 660)
THEBACON||Narcotic Analgesics
6-MONOACETYLMORPHINE||Narcotics  (DEA categories 600, 630 - 660)
NALTREXONE||Narcotics  (DEA categories 600, 630 - 660)
3-CYCLOPROPYL-METHYLNALTREXONE||Narcotics  (DEA categories 600, 630 - 660)
ACETORPHINE||Narcotics  (DEA categories 600, 630 - 660)
10-KETONALTREXONE||Narcotics  (DEA categories 600, 630 - 660)
10-HYDROXY-NALTREXONE||Narcotics  (DEA categories 600, 630 - 660)
CARBOXYMETHYLMORPHINE||Narcotics  (DEA categories 600, 630 - 660)
10-ALPHA-HYDROXYNALTREXONE||Narcotics  (DEA categories 600, 630 - 660)
NOROXYCODONE||Narcotic Analgesics
2,2-BIS-OXYMORPHONE||Narcotics  (DEA categories 600, 630 - 660)
N-3-BUTENYLNOROXYMORPHONE||Narcotics  (DEA categories 600, 630 - 660)
14-HYDROXY-1,8-DIHYDROXYMORPHINE||Narcotics  (DEA categories 600, 630 - 660)
HYDROCODONE DIOL||Narcotic Analgesics
MORPHINE 3-GLUCURONIDE||Narcotics  (DEA categories 600, 630 - 660)
THEBAINE||Narcotic Analgesics
DROTEBANOL||Narcotics  (DEA categories 600, 630 - 660)
MORPHINE-3-ETHEREAL SULFATE||Narcotics  (DEA categories 600, 630 - 660)
PROPYLAMINOMORPHINE||Narcotics  (DEA categories 600, 630 - 660)
DIHYDROTHEBAINE||Narcotics  (DEA categories 600, 630 - 660)
NALMEFENE||Narcotics  (DEA categories 600, 630 - 660)
MORPHINE 6-GLUCURONIDE||Narcotic Analgesics
MORPHINE 3,6-DIGLUCURONIDE||Narcotics  (DEA categories 600, 630 - 660)
DIHYDROTHEBAINONE||Narcotics  (DEA categories 600, 630 - 660)
TETRAHYDROTHEBAINE||Narcotic Analgesics
NALBUPHINE||Narcotic Analgesics
PSEUDOMORPHINE||Narcotics  (DEA categories 600, 630 - 660)
MECONIN||Narcotics  (DEA categories 600, 630 - 660)
NALORPHINE||Narcotics  (DEA categories 600, 630 - 660)
NALOXONE||Narcotics  (DEA categories 600, 630 - 660)
LEVALLORPHAN||Narcotics  (DEA categories 600, 630 - 660)
NEOPINE||Narcotics  (DEA categories 600, 630 - 660)
NARCEINE||Narcotics  (DEA categories 600, 630 - 660)
NOSCAPINE||Narcotics  (DEA categories 600, 630 - 660)
OPIUM||Narcotic Analgesics
ACETYLMETHADOL||Narcotic Analgesics
ALLYLPRODINE||Narcotic Analgesics
ALPHACETYLMETHADOL||Narcotic Analgesics
ALPHAMEPRODINE||Narcotics  (DEA categories 600, 630 - 660)
ALPHAMETHADOL||Narcotic Analgesics
BENZETHIDINE||Narcotic Analgesics
BETACETYLMETHADOL||Narcotic Analgesics
BETAMEPRODINE||Narcotics  (DEA categories 600, 630 - 660)
BETAMETHADOL||Narcotic Analgesics
OPIUM EXTRACT||Narcotic Analgesics
BETAPRODINE||Narcotic Analgesics
CLONITAZENE||Narcotic Analgesics
DEXTROMORAMIDE||Narcotic Analgesics
DEXTRORPHAN||Narcotics  (DEA categories 600, 630 - 660)
DIAMPROMIDE||Narcotic Analgesics
DIETHYLTHIAMBUTENE||Narcotic Analgesics
DIMENOXADOL||Narcotic Analgesics
DIMEPHEPTANOL||Narcotic Analgesics
DIMETHYLTHIAMBUTENE||Narcotic Analgesics
OPIUM FLUID EXTRACT||Narcotic Analgesics
DIOXAPHETYL BUTYRATE||Narcotic Analgesics
DIPIPANONE||Narcotic Analgesics
ETHYLMETHYLTHIAMBUTENE||Narcotic Analgesics
ETONITAZENE||Narcotic Analgesics
ETOXERIDINE||Narcotics  (DEA categories 600, 630 - 660)
FURETHIDINE||Narcotic Analgesics
HYDROXYPETHIDINE||Narcotics  (DEA categories 600, 630 - 660)
KETOBEMIDONE||Narcotic Analgesics
LEVOMORAMIDE||Narcotics  (DEA categories 600, 630 - 660)
OPIUM TINCTURE||Narcotic Analgesics
LEVOPHENACYLMORPHAN||Narcotics  (DEA categories 600, 630 - 660)
MORPHERIDINE||Narcotic Analgesics
NORACYMETHADOL||Narcotics  (DEA categories 600, 630 - 660)
NORLEVORPHANOL||Narcotic Analgesics
NORMETHADONE||Narcotic Analgesics
NORPIPANONE||Narcotic Analgesics
PHENADOXONE||Narcotic Analgesics
PHENAMPROMIDE||Narcotic Analgesics
OPIUM POWDERED||Narcotic Analgesics
OPIUM GRANULATED||Narcotic Analgesics
PHENOPERIDINE||Narcotic Analgesics
PIRITRAMIDE||Narcotic Analgesics
PROHEPTAZINE||Narcotic Analgesics
PROPERIDINE||Narcotic Analgesics
RACEMORAMIDE||Narcotic Analgesics
TRIMEPERIDINE||Narcotic Analgesics
PHENOMORPHAN||Narcotics  (DEA categories 600, 630 - 660)
LAAM (LEVOALPHACETYLMETHADOL)||Narcotic Analgesics
PROPIRAM||Narcotic Analgesics
OPIUM PLANT FORM||Narcotic Analgesics
MIXED ALKALOIDS OF OPIUM||Narcotic Analgesics
OXYMORPHONE||Narcotic Analgesics
14-HYDROXYMORPHINON||Narcotics  (DEA categories 600, 630 - 660)
PAREGORIC||Narcotic Analgesics
PAPAVERETUM||Narcotics  (DEA categories 600, 630 - 660)
PAPAVERINE||Narcotics  (DEA categories 600, 630 - 660)
14-HYDROXYNORMORPHINE||Narcotics  (DEA categories 600, 630 - 660)
DESMETHYLPRODINE (1-METHYL-4-PHENYL-4-PROPIONOXYPIPERIDINE)||Narcotic Analgesics
1-(2-PHENYLETHYL)-4-PHENYL-4-ACETYLOXYPIPERIDINE||Narcotics  (DEA categories 600, 630 - 660)
